brand,model_name,variant,price_inr,price_on_road_chennai,mileage_value,mileage_unit,tank_capacity_l,service_cost_per_year_avg,engine_cc_num,power_bhp,torque_nm,top_speed,ground_clearance_mm,boot_space_l,sunroof_yes,cruise_control_yes,adas_level_num,airbags_num,body_type,fuel_type,mileage,tank_capacity,service_cost_per_year,engine_cc,power,torque,transmission_type,drive_type,ground_clearance,seating_capacity,sunroof_moonroof,cruise_control,airbags,adas_levels,boot_space
MG,Astor,Smart 1.3L Petrol MT,1312000,₹13.12 Lakh,18.2,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,1.0,0,4,SUV,Petrol,18.2 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,5-Speed Manual,FWD,,5,No,Yes,4,Not Available,441 litres
MG,Astor,Sharp 1.3L Petrol MT,1445000,₹14.45 Lakh,18.2,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,1.0,0,6,SUV,Petrol,18.2 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,5-Speed Manual,FWD,,5,Panoramic,Yes,6,Not Available,441 litres
MG,Astor,Smart 1.3L Petrol AT,1539000,₹15.39 Lakh,16.7,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,1.0,0,4,SUV,Petrol,16.7 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,6-Speed Automatic,FWD,,5,No,Yes,4,Not Available,441 litres
MG,Astor,Sharp 1.3L Petrol AT,1670000,₹16.70 Lakh,16.7,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,1.0,2,6,SUV,Petrol,16.7 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,6-Speed Automatic,FWD,,5,Panoramic,Yes,6,Level 2 ADAS,441 litres
MG,Astor,Core 1.5L Petrol MT,1234000,₹12.34 Lakh,16.0,kmpl,48.0,,1498.0,108.0,144.0,175 kmph,,441.0,0.0,0.0,0,2,SUV,Petrol,16 kmpl,48 litres,,1498 cc,108 bhp @ 5500 rpm,144 Nm @ 4000 rpm,5-Speed Manual,FWD,,5,No,No,2,Not Available,441 litres
MG,Astor,Smart 1.5L Petrol MT,1368000,₹13.68 Lakh,16.0,kmpl,48.0,,1498.0,108.0,144.0,175 kmph,,441.0,0.0,1.0,0,4,SUV,Petrol,16 kmpl,48 litres,,1498 cc,108 bhp @ 5500 rpm,144 Nm @ 4000 rpm,5-Speed Manual,FWD,,5,No,Yes,4,Not Available,441 litres
MG,Astor,Sharp 1.5L Petrol CVT,1605000,₹16.05 Lakh,16.0,kmpl,48.0,,1498.0,108.0,144.0,175 kmph,,441.0,0.0,1.0,0,6,SUV,Petrol,16 kmpl,48 litres,,1498 cc,108 bhp @ 5500 rpm,144 Nm @ 4000 rpm,CVT Automatic,FWD,,5,Panoramic,Yes,6,Not Available,441 litres
MG,Astor,Savvy 1.3L Petrol AT (Top Model),1748000,₹17.48 Lakh,16.7,kmpl,48.0,,1349.0,138.0,220.0,175 kmph,,441.0,0.0,1.0,2,6,SUV,Petrol,16.7 kmpl,48 litres,,1349 cc,138 bhp @ 5600 rpm,220 Nm @ 3600 rpm,6-Speed Automatic,FWD,,5,Panoramic,Yes,6,Level 2 ADAS,441 litres
MG,Gloster,Sharp 7 Seater 2.0 Turbo,4518000,₹45.18 Lakh,13.9,kmpl,75.0,,1996.0,161.0,373.5,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,13.9 kmpl,75 litres,,1996 cc,161 bhp @ 3750 rpm,373.5 Nm @ 1500 rpm,8-Speed Automatic,2WD,,7,No,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Savvy 7 Seater 2.0 Turbo,4691000,₹46.91 Lakh,13.9,kmpl,75.0,,1996.0,161.0,373.5,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,13.9 kmpl,75 litres,,1996 cc,161 bhp @ 3750 rpm,373.5 Nm @ 1500 rpm,8-Speed Automatic,2WD,,7,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Savvy 6 Seater 2.0 Turbo,4691000,₹46.91 Lakh,13.9,kmpl,75.0,,1996.0,161.0,373.5,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,13.9 kmpl,75 litres,,1996 cc,161 bhp @ 3750 rpm,373.5 Nm @ 1500 rpm,8-Speed Automatic,2WD,,6,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Blackstorm 6 Seater 2.0 Twin Turbo 4WD,4769000,₹47.69 Lakh,12.4,kmpl,75.0,,1996.0,216.0,479.0,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,12.4 kmpl,75 litres,,1996 cc,216 bhp @ 4000 rpm,479 Nm @ 1500-2400 rpm,8-Speed Automatic,4WD,,6,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Blackstorm 7 Seater 2.0 Twin Turbo 4WD,4769000,₹47.69 Lakh,12.4,kmpl,75.0,,1996.0,216.0,479.0,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,12.4 kmpl,75 litres,,1996 cc,216 bhp @ 4000 rpm,479 Nm @ 1500-2400 rpm,8-Speed Automatic,4WD,,7,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Savvy 6 Seater 2.0 Twin Turbo 4WD,5007000,₹50.07 Lakh,12.4,kmpl,75.0,,1996.0,216.0,479.0,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,12.4 kmpl,75 litres,,1996 cc,216 bhp @ 4000 rpm,479 Nm @ 1500-2400 rpm,8-Speed Automatic,4WD,,6,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Savvy 7 Seater 2.0 Twin Turbo 4WD,5007000,₹50.07 Lakh,12.4,kmpl,75.0,,1996.0,216.0,479.0,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,12.4 kmpl,75 litres,,1996 cc,216 bhp @ 4000 rpm,479 Nm @ 1500-2400 rpm,8-Speed Automatic,4WD,,7,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Gloster,Blackstorm 7 Seater 2.0 Twin Turbo 4WD (Top),5087000,₹50.87 Lakh,12.4,kmpl,75.0,,1996.0,216.0,479.0,180 kmph,,343.0,0.0,,2,6,SUV,Diesel,12.4 kmpl,75 litres,,1996 cc,216 bhp @ 4000 rpm,479 Nm @ 1500-2400 rpm,8-Speed Automatic,4WD,,7,Panoramic,Adaptive,6,Level 2 ADAS,343 litres
MG,Hector Plus,Style Diesel 7 STR MT,2142000,₹21.42 Lakh,15.58,kmpl,60.0,,1956.0,167.67,350.0,185 kmph,,602.0,0.0,0.0,0,2,SUV,Diesel,15.58 kmpl,60 litres,,1956 cc,167.67 bhp @ 3500 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,7,No,No,2,Not Available,602 litres
MG,Hector Plus,Select Pro Petrol 7 STR MT,2141000,₹21.41 Lakh,13.79,kmpl,60.0,,1451.0,141.04,250.0,180 kmph,,602.0,0.0,0.0,0,2,SUV,Petrol,13.79 kmpl,60 litres,,1451 cc,141.04 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,7,No,No,2,Not Available,602 litres
MG,Hector Plus,Select Pro Petrol CVT 7 STR,2313000,₹23.13 Lakh,13.79,kmpl,60.0,,1451.0,141.04,250.0,180 kmph,,602.0,0.0,1.0,0,4,SUV,Petrol,13.79 kmpl,60 litres,,1451 cc,141.04 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,7,No,Yes,4,Not Available,602 litres
MG,Hector Plus,Smart Pro Diesel 7 STR MT,2551000,₹25.51 Lakh,15.58,kmpl,60.0,,1956.0,167.67,350.0,185 kmph,,602.0,0.0,1.0,0,4,SUV,Diesel,15.58 kmpl,60 litres,,1956 cc,167.67 bhp @ 3500 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,7,No,Yes,4,Not Available,602 litres
MG,Hector Plus,Sharp Pro Petrol 7 STR MT,2417000,₹24.17 Lakh,13.79,kmpl,60.0,,1451.0,141.04,250.0,180 kmph,,602.0,0.0,1.0,0,6,SUV,Petrol,13.79 kmpl,60 litres,,1451 cc,141.04 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,6-Speed Manual,FWD,,7,Panoramic,Yes,6,Not Available,602 litres
MG,Hector Plus,Sharp Pro Diesel 7 STR MT,2738000,₹27.38 Lakh,15.58,kmpl,60.0,,1956.0,167.67,350.0,185 kmph,,602.0,0.0,1.0,0,6,SUV,Diesel,15.58 kmpl,60 litres,,1956 cc,167.67 bhp @ 3500 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,7,Panoramic,Yes,6,Not Available,602 litres
MG,Hector Plus,Sharp Pro CVT 7 STR Petrol,2631000,₹26.31 Lakh,12.34,kmpl,60.0,,1451.0,141.04,250.0,180 kmph,,602.0,0.0,1.0,0,6,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,141.04 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,7,Panoramic,Yes,6,Not Available,602 litres
MG,Hector Plus,Savvy Pro CVT 7 STR Petrol,2863000,₹28.63 Lakh,12.34,kmpl,60.0,,1451.0,141.04,250.0,180 kmph,,602.0,0.0,,2,6,SUV,Petrol,12.34 kmpl,60 litres,,1451 cc,141.04 bhp @ 5000 rpm,250 Nm @ 1600-3600 rpm,CVT Automatic,FWD,,7,Panoramic,Adaptive,6,Level 2 ADAS,602 litres
MG,Hector Plus,100 Year Edition 7 STR Diesel (Top),2961000,₹29.61 Lakh,15.58,kmpl,60.0,,1956.0,167.67,350.0,185 kmph,,602.0,0.0,,2,6,SUV,Diesel,15.58 kmpl,60 litres,,1956 cc,167.67 bhp @ 3500 rpm,350 Nm @ 1750-2550 rpm,6-Speed Manual,FWD,,7,Panoramic,Adaptive,6,Level 2 ADAS,602 litres
Skoda,Kylaq,Classic MT,854000,₹8.54 Lakh,19.05,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,0.0,0.0,0,6,SUV,Petrol,19.05 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,No,No,6,Not Available,446 litres
Skoda,Kylaq,Signature MT,1017000,₹10.17 Lakh,19.05,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,0.0,1.0,0,6,SUV,Petrol,19.05 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,No,Yes,6,Not Available,446 litres
Skoda,Kylaq,Signature Plus MT,1198000,₹11.98 Lakh,19.05,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,,1.0,0,6,SUV,Petrol,19.05 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,Electric Sunroof,Yes,6,Not Available,446 litres
Skoda,Kylaq,Prestige MT,1370000,₹13.70 Lakh,19.05,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,,1.0,0,6,SUV,Petrol,19.05 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,Electric Sunroof,Yes,6,Not Available,446 litres
Skoda,Kylaq,Signature TC,1129000,₹11.29 Lakh,15.6,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,0.0,1.0,0,6,SUV,Petrol,15.60 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Automatic,FWD,,5,No,Yes,6,Not Available,446 litres
Skoda,Kylaq,Signature Plus TC,1314000,₹13.14 Lakh,15.6,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,,1.0,0,6,SUV,Petrol,15.60 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Automatic,FWD,,5,Electric Sunroof,Yes,6,Not Available,446 litres
Skoda,Kylaq,Prestige TC,1481000,₹14.81 Lakh,15.6,kmpl,45.0,,999.0,114.0,178.0,170 kmph,,446.0,,1.0,0,6,SUV,Petrol,15.60 kmpl,45 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Automatic,FWD,,5,Electric Sunroof,Yes,6,Not Available,446 litres
Skoda,Slavia,Classic 1.0 TSI MT,1129000,₹11.29 Lakh,20.32,kmpl,45.0,,999.0,115.0,178.0,175 kmph,,521.0,0.0,0.0,0,2,Sedan,Petrol,20.32 kmpl,45 litres,,999 cc,115 bhp @ 5000-5500 rpm,178 Nm @ 1750-4500 rpm,6-Speed Manual,FWD,,5,No,No,2,Not Available,521 litres
Skoda,Slavia,Signature 1.0 TSI MT,1518000,₹15.18 Lakh,20.32,kmpl,45.0,,999.0,115.0,178.0,175 kmph,,521.0,0.0,1.0,0,4,Sedan,Petrol,20.32 kmpl,45 litres,,999 cc,115 bhp @ 5000-5500 rpm,178 Nm @ 1750-4500 rpm,6-Speed Manual,FWD,,5,No,Yes,4,Not Available,521 litres
Skoda,Slavia,Signature 1.0 TSI TC,1641000,₹16.41 Lakh,18.73,kmpl,45.0,,999.0,115.0,178.0,175 kmph,,521.0,0.0,1.0,0,4,Sedan,Petrol,18.73 kmpl,45 litres,,999 cc,115 bhp @ 5000-5500 rpm,178 Nm @ 1750-4500 rpm,6-Speed Automatic,FWD,,5,No,Yes,4,Not Available,521 litres
Skoda,Slavia,Prestige 1.5 TSI MT,1735000,₹17.35 Lakh,20.32,kmpl,45.0,,1498.0,150.0,250.0,185 kmph,,521.0,0.0,1.0,0,6,Sedan,Petrol,20.32 kmpl,45 litres,,1498 cc,150 bhp @ 5000-6000 rpm,250 Nm @ 1600-3500 rpm,6-Speed Manual,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,521 litres
Skoda,Slavia,Monte Carlo 1.5 TSI MT,1735000,₹17.35 Lakh,20.32,kmpl,45.0,,1498.0,150.0,250.0,185 kmph,,521.0,0.0,1.0,0,6,Sedan,Petrol,20.32 kmpl,45 litres,,1498 cc,150 bhp @ 5000-6000 rpm,250 Nm @ 1600-3500 rpm,6-Speed Manual,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,521 litres
Skoda,Slavia,Prestige 1.5 TSI DSG,1868000,₹18.68 Lakh,19.36,kmpl,45.0,,1498.0,150.0,250.0,185 kmph,,521.0,0.0,1.0,0,6,Sedan,Petrol,19.36 kmpl,45 litres,,1498 cc,150 bhp @ 5000-6000 rpm,250 Nm @ 1600-3500 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,521 litres
Skoda,Slavia,Monte Carlo 1.5 TSI DSG,1868000,₹18.68 Lakh,19.36,kmpl,45.0,,1498.0,150.0,250.0,185 kmph,,521.0,0.0,1.0,0,6,Sedan,Petrol,19.36 kmpl,45 litres,,1498 cc,150 bhp @ 5000-6000 rpm,250 Nm @ 1600-3500 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,521 litres
Skoda,Slavia,Monte Carlo 1.5 TSI 150PS DSG (Top),2046000,₹20.46 Lakh,19.36,kmpl,45.0,,1498.0,150.0,250.0,185 kmph,,521.0,0.0,1.0,0,6,Sedan,Petrol,19.36 kmpl,45 litres,,1498 cc,150 bhp @ 5000-6000 rpm,250 Nm @ 1600-3500 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,521 litres
Skoda,Kushaq,Classic 1.0 TSI MT,1061000,₹10.61 Lakh,19.76,kmpl,50.0,,999.0,114.0,178.0,175 kmph,,385.0,0.0,0.0,0,6,SUV,Petrol,19.76 kmpl,50 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,No,No,6,Not Available,385 litres
Skoda,Kushaq,Signature 1.0 TSI MT,1229000,₹12.29 Lakh,19.76,kmpl,50.0,,999.0,114.0,178.0,175 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,19.76 kmpl,50 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Manual,FWD,,5,No,Yes,6,Not Available,385 litres
Skoda,Kushaq,Signature 1.0 TSI TC,1389000,₹13.89 Lakh,17.89,kmpl,50.0,,999.0,114.0,178.0,175 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,17.89 kmpl,50 litres,,999 cc,114 bhp @ 5000-5500 rpm,178 Nm @ 1750-4000 rpm,6-Speed Automatic,FWD,,5,No,Yes,6,Not Available,385 litres
Skoda,Kushaq,Sportline 1.5 TSI MT,1582000,₹15.82 Lakh,18.74,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,,1.0,0,6,SUV,Petrol,18.74 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,6-Speed Manual,FWD,,5,Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Sportline 1.5 TSI DCT,1797000,₹17.97 Lakh,17.34,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,,1.0,0,6,SUV,Petrol,17.34 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,7-Speed DCT Automatic,FWD,,5,Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Prestige 1.5 TSI MT,1843000,₹18.43 Lakh,18.74,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,18.74 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,6-Speed Manual,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Prestige 1.5 TSI DCT,2063000,₹20.63 Lakh,17.34,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,17.34 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Monte Carlo 1.5 TSI MT,1843000,₹18.43 Lakh,18.74,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,18.74 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,6-Speed Manual,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Monte Carlo 1.5 TSI DCT,2063000,₹20.63 Lakh,17.34,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,17.34 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,385 litres
Skoda,Kushaq,Onyx Pro 1.5 TSI DCT (Top),2130000,₹21.30 Lakh,17.09,kmpl,50.0,,1498.0,148.0,250.0,190 kmph,,385.0,0.0,1.0,0,6,SUV,Petrol,17.09 kmpl,50 litres,,1498 cc,148 bhp @ 5000-5500 rpm,250 Nm @ 1700-4600 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Available,385 litres
Skoda,Kodiaq,Classic 7-Seater,3999000,₹39.99 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,281.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,7,Panoramic,Adaptive,9,Not Available,281 litres
Skoda,Kodiaq,Signature 7-Seater,4289000,₹42.89 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,281.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,7,Panoramic,Adaptive,9,Not Available,281 litres
Skoda,Kodiaq,Sportline 7-Seater,4389000,₹43.89 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,281.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,7,Panoramic,Adaptive,9,Not Available,281 litres
Skoda,Kodiaq,Monte Carlo 7-Seater,4499000,₹44.99 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,281.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,7,Panoramic,Adaptive,9,Not Available,281 litres
Skoda,Kodiaq,Prestige 7-Seater,4596000,₹45.96 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,281.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,7,Panoramic,Adaptive,9,Not Available,281 litres
Skoda,Kodiaq,Classic 5-Seater,4015000,₹40.15 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,771.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,5,Panoramic,Adaptive,9,Not Available,771 litres
Skoda,Kodiaq,Signature 5-Seater,4305000,₹43.05 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,771.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,5,Panoramic,Adaptive,9,Not Available,771 litres
Skoda,Kodiaq,Prestige 5-Seater (Top),4612000,₹46.12 Lakh,14.86,kmpl,60.0,,1984.0,201.0,320.0,200 kmph,,771.0,0.0,,0,9,SUV,Petrol,14.86 kmpl,60 litres,,1984 cc,201 bhp @ 4500-6000 rpm,320 Nm @ 1500-5000 rpm,7-Speed DSG Automatic,AWD (4Motion),,5,Panoramic,Adaptive,9,Not Available,771 litres
Skoda,Octavia RS,RS (Fully Loaded Single Variant),5599000,₹55.99 Lakh,14.72,kmpl,50.0,,1984.0,265.0,370.0,250 kmph,,600.0,0.0,,2,10,Sedan,Petrol,"14.72 kmpl,",50 litres,,1984 cc,265 bhp @ 4500-6000 rpm,370 Nm @ 1600-4500 rpm,7-Speed DSG Automatic,FWD,,5,Panoramic Sunroof,Adaptive Cruise Control,10,Level 2 ADAS,600 litres
Volvo,XC60,B5 (Single Variant - Fully Loaded),7190000,₹71.90 Lakh,,,54.0,,1969.0,250.0,350.0,200 kmph,,483.0,0.0,,2,7,SUV,Petrol,Not Officially Specified,54 litres,,1969 cc,250 bhp @ 5500 rpm,350 Nm @ 1500 rpm,8-Speed Automatic,AWD,,5,Panoramic Sunroof,Adaptive Cruise Control,7,Level 2 ADAS,483 litres
Volvo,XC90,B5 AWD Ultra (Single Variant - Fully Loaded),10300000,₹1.03 Crore,12.35,kmpl,70.0,,1969.0,247.0,360.0,200 kmph,,680.0,0.0,,2,7,SUV,Petrol,12.35 kmpl,70 litres,,1969 cc,247 bhp @ 5200 rpm,360 Nm @ 1600-4800 rpm,8-Speed Automatic,AWD (4Motion),,7,Panoramic Sunroof,Adaptive Cruise Control,7,Level 2 ADAS,680 litres
BMW,2 Series Gran Coupe,218 M Sport Pro (TOP VARIANT),5926000,₹59.26 Lakh,16.35,kmpl,50.0,,1499.0,154.0,230.0,250 kmph,,430.0,0.0,1.0,0,6,Sedan,Petrol,16.35 kmpl,50 litres,,1499 cc,154 bhp @ 4900-6000 rpm,230 Nm @ 1500-4600 rpm,7-Speed DCT Automatic,FWD,,5,Panoramic Sunroof,Yes,6,Not Specified,430 litres
BMW,3 Series,M340i xDrive (TOP VARIANT),9506000,₹95.06 Lakh,13.02,kmpl,59.0,,2998.0,374.0,500.0,253 kmph,,500.0,0.0,,2,6,Sedan,Petrol,13.02 kmpl,59 litres,,2998 cc,368-374 bhp @ 5200-6500 rpm,500 Nm @ 1600-5200 rpm,8-Speed Automatic,AWD,,5,Panoramic Sunroof,Adaptive Cruise Control,6+,Level 2 ADAS,500 litres
BMW,5 Series,530Li M Sport (TOP VARIANT),9092000,₹90.92 Lakh,15.7,kmpl,68.0,,1998.0,255.0,400.0,230 kmph,,540.0,0.0,1.0,0,8,Sedan,Petrol,15.7 kmpl,68 litres,,1998 cc,255 bhp @ 4500 rpm,400 Nm @ 1600 rpm,8-Speed Automatic,RWD,,5,Panoramic Sunroof,Yes,8,Not Specified,540 litres
BMW,7 Series,740d M Sport (TOP VARIANT - DIESEL),22800000,₹2.28 Crore,12.1,kmpl,74.0,,2993.0,375.48,520.0,250 kmph,,540.0,0.0,,2,8,Sedan,Diesel,12.1 kmpl,74 litres,,2993 cc,375.48 bhp @ 5200-6250 rpm,520 Nm @ 1850-5000 rpm,8-Speed Automatic,RWD,,5,Panoramic Sunroof,Adaptive Cruise Control,8+,Level 2 ADAS,540 litres
BMW,M5,M5 xDrive (ONLY VARIANT - PLUG-IN HYBRID),25100000,₹2.51 Crore,49.75,kmpl,82.0,,4395.0,717.0,1000.0,250 kmph,,500.0,0.0,,2,8,Sedan,Petrol (Plug-in Hybrid - PHEV),49.75 kmpl (E-test),82 litres,,4395 cc,717 bhp (V8 + Electric Motor Combined),1000 Nm @ 1800 rpm,8-Speed Automatic,AWD (xDrive),,5,Panoramic Sunroof,Adaptive Cruise Control,8+,Level 2 ADAS,500 litres
BMW,X1,sDrive18d M Sport (TOP VARIANT - DIESEL),6547000,₹65.47 Lakh,20.37,kmpl,51.0,,1995.0,147.51,360.0,219 kmph,,476.0,0.0,,0,10,SUV,Diesel,20.37 kmpl,51 litres,,1995 cc,147.51 bhp @ 3750-4000 rpm,360 Nm @ 1500-2500 rpm,7-Speed Automatic,FWD,,5,Panoramic Glass Roof,Adaptive Cruise Control,10,Adaptive Cruise Control,476 litres
BMW,X3,xDrive20d M Sport (TOP VARIANT - DIESEL),9160000,₹91.60 Lakh,17.86,kmpl,59.0,,1995.0,195.0,400.0,219 kmph,,540.0,0.0,1.0,0,6,SUV,Diesel,17.86 kmpl,59 litres,,1995 cc,195 bhp @ 4000 rpm,400 Nm @ 1500-2750 rpm,8-Speed Automatic,AWD,,5,Panoramic Sunroof,Yes,6,Not Specified,540 litres
BMW,X5,xDrive30d M Sport Pro (TOP VARIANT - DIESEL),12800000,₹1.28 Crore,12.0,kmpl,80.0,,2993.0,282.0,650.0,243 kmph,,650.0,0.0,,2,9,SUV,Diesel,12 kmpl,80 litres,,2993 cc,282 bhp @ 4000 rpm,650 Nm @ 1500-2500 rpm,8-Speed Steptronic Automatic,4WD (xDrive),,5,Panoramic Sunroof,Adaptive Cruise Control,9,Level 2 ADAS,650 litres
